공원,섹터,대표제목,보도건수,언론사수,언론사목록,최초보도일,최종보도일,대표링크
한라산,재난안전,미시령 207㎜ 폭우·한라산 초속 23ｍ 강풍…전국 곳곳 피해,5,5,v.daum.net · 싱글리스트 · 아이뉴스24 · 주간조선 · 진일보,2026-06-20,2026-06-20,https://news.google.com/rss/articles/CBMib0FVX3lxTE1TRHBON2NCZVZlQTN2aW9NS0o2eXlGNTNicGNicU44ek5zbkVQNWFEUk9kdVhwVk90bDNrX0RXQnRYTG1SVDdncjFRT3JEaDN6UzBGLVdySTNLMXJkSmx6eDF5TGYxUDJETHl2dlI2NA?oc=5
지리산,기타,지리산 종주길에 울리는 ‘곰 주의 알림종’,5,5,2news.co.kr · v.daum.net · 경향신문 · 환경법률신문 · 환경포커스,2026-05-07,2026-05-08,https://news.google.com/rss/articles/CBMiXkFVX3lxTE41WE1BR2NsSERPNzV6aXNvOTR3V08xVlc0MUJrWXM5OXVsVHY4RE52MVFxaDZaOTF4dHhrS0lHOGlfc1JmMGtpc0VCRGlHNEtsS0tvdXUwQU5FQWhiUHc?oc=5
한라산,기타,작년 국립공원 찾은 외국인 205만명…한라산 가장 많이 찾아,5,5,v.daum.net · 부산일보 · 전기신문 · 지디넷코리아 · 환경방송,2026-03-25,2026-03-25,https://news.google.com/rss/articles/CBMiVkFVX3lxTFA5dktBVnN2XzRxYmM2ZVlRRVNiX0lPc1BMaTZQMllQcTRoekdXUTU0SnlVWXlkZFplSnlYSUFscGdTS2JRWFZGZDh1eTJMVDdqbjNld0Nn?oc=5
(전체·공통),자원보전,바다 지키랬더니... 해상국립공원에 음식물쓰레기 버린 해경,5,5,idomin.com · news.sbs.co.kr · v.daum.net · 연합뉴스 · 조선일보,2026-02-25,2026-02-25,https://news.google.com/rss/articles/CBMiekFVX3lxTE84ZVJDblhpRmlpT2JLNTZhNjJITEhqclpQX0xnQ2ctWTd3WjBYeDlCVXk1aHdXdldoclBydXphS0w3a0FfM1BXVVpwbU5jcXZaZXJfOFJBY05iUHBSZnNrb2VSX0U3SndyVWRBV0ZRS3VhU3lBR2pLallB?oc=5
월출산,자원보전,‘월출산의 풍경’ ‘국립공원 깃대종’ 우표 나온다,5,5,namdodacom.com · 매일일보 · 연합뉴스 · 전국도민일보 · 전남타임스,2024-10-17,2024-10-20,https://news.google.com/rss/articles/CBMiakFVX3lxTE85b1ctOGlRWVFqR3F5RFB3ZnhiNDNKaVR6Qlk5dkJkZkN1RWp3Z01WakhqY1hBV05LN2V4c1R6NzBOWklUeFYwSDJ2LUw2Vm5RS3kyUVRYdGhpdmw1RXM2UUJDNXVNMUJpc3c?oc=5
무등산,구조활동,무등산서 조난된 30대 닷새만에 생환…생수로 버텨,6,4,v.daum.net · 네이트 · 연합뉴스TV · 중앙일보,2026-05-10,2026-05-10,https://news.google.com/rss/articles/CBMiZ0FVX3lxTE1HWTN2MzdMVUNZLWFhdTBHLW1aUGxOUE5YWFJMeHFaXzktczVJeF90V0VuWVA2N05hSHY3SVgxMlg0ellJaDhDYWZUSE5IWlNmMjBVYUQ3YUxac3lUdGdwLS1aZnpQT2s?oc=5
(전체·공통),기타,"[관광산업 HOT 뉴스] 관광공사·국립공원, ‘K-트레킹’ 외래객 300만 시대 연다",5,4,국제신문 · 뉴스1 · 비즈월드 · 한국방송뉴스,2026-03-02,2026-07-11,https://news.google.com/rss/articles/CBMia0FVX3lxTE1CZ3gzYXI5bm5JRVQ0YW90djBwckdhUHFmdElLc1MwazhDamszYzJaSktNLVRha214R3J1RWV2MWRNeTh6V25Zb0J4cUZSX2R1X25VenA1TU1uUDNUUU9EZm9HaTh5dW1OR1Bz?oc=5
설악산,구조활동,주말 설악산 추락·선장 실종 사고 잇따라,5,4,LG헬로비전 · 강원도민일보 · 뉴시스 · 연합뉴스,2024-05-27,2026-07-06,https://news.google.com/rss/articles/CBMickFVX3lxTE9oUzZ1VTFkY28tQmY5TlY0MDVhcUpwVEo4bGpRQkdIaW0tTmM1UmdOUDhwSXZZVU5CUVNQVmVWVFFOUHoyY0hVTVRRZDQ5TFdGczFVQWo0ZTBoZkdWSUY0QTdrZ2g5RXdfZ2dRUl9kb0RXUdIBdkFVX3lxTFBuZ1V6c3hYcldZdHdlS1I0RnlTOHNpZnduYmZsNFlVZEkyNTNWQzVZV0Y4bVphM3R3QmNua094Z1Riek5NblQ2TFhqTkozanRGemhRSlNqbHRlRy1XcVN0emcyZndyZVZkVEk5MldrQXF0UlNmdEE?oc=5
팔공산,기타,팔공산국립공원 내 불법 기도터 2곳 철거 완료,5,4,뉴시스 · 매일신문 · 연합뉴스 · 환경법률신문,2026-03-15,2026-05-24,https://news.google.com/rss/articles/CBMiW0FVX3lxTE5VX2ZlN0NYRm1WczNnaVhHU2dHNEY4ckhIRmRyLTMzUFJHRlZ6d3ZiVzhpbWNacVloZjFXUTROUFFFQ1Fac0VMSHJpYlJ4QUNzYnBVdjdRZGZMeWPSAWBBVV95cUxPbEtWeE5hbUFFbWVzR1BMSW13U1paaXY0cXVLbjkyemo1OXluMENwajBBc0IyZi0yN0JfRThXV3U3eXdOV2hNY1JqQU9yci1TNXRtdFppd1VwUXJLemxTSlQ?oc=5
지리산,기타,지리산 천왕봉에 새긴 독립 염원…국립공원에 남은 선열의 흔적,4,4,seonamtoday.com · 네이트 · 연합뉴스 · 한국미래일보,2026-08-14,2026-08-14,https://news.google.com/rss/articles/CBMiW0FVX3lxTE1OR0N4YWJNZG93cEUxZUFBbWJfTV9rTWFLR2tSQXBBa2ZmTkhDLXNaX1dJenZyNVZnaXRDU3BVSFZCREltOUxDTVNSdDhnZzJ3VG9mbXVoUElnY2_SAWBBVV95cUxOYVlZOVFOWWlvd0p6bWltQ2lDT1hJTmFHekxoRXdxTkRpTVRMdGcyZHNhSlNXQmsyaUl6Z2d6Q1o0MFRUMWJ1SEpGaW9kNk10TnhMX1lOYW4zN0daT002dEU?oc=5
(전체·공통),기타,국립공원 무더위 쉼터 191곳 운영,4,4,kyongbuk.co.kr · 연합뉴스 · 월간산 · 청송군민신문,2026-06-23,2026-08-10,https://news.google.com/rss/articles/CBMiZkFVX3lxTE9JRks4RVltc3phUjlmQm9Vd25RdHkxSkc1OXQ3Y1JWMHliUXlvWXI2TXBFWFRnSEFKcEJHVXRBTzNKaDZDOVVDVEJHZTc1QzRBaGJhTmVBT09mWHB6Skc4NVRhLTc0QdIBakFVX3lxTFBIRG1paGIxOVdaZm1rYjUtYzNhNVp3T2l5YnZjQ2FrU2E0S0JGbnM0dlRvR2VkdXlHYWVZempNQ3cyQy1IZ2pIRURpckNqOEVPSUNpYkQ1ZmFCZ2hNZTlveXp2R0xSRzY5bHc?oc=5
한려해상,자원보전,"한려해상국립공원사무소, 여름 불법·무질서 집중단속",4,4,idomin.com · 경남일보 · 광주데일리뉴스 · 장성투데이,2026-07-15,2026-08-06,https://news.google.com/rss/articles/CBMiakFVX3lxTE1WeGtSMDRMbmlsSWQ4Vy01Z1hBLW1FbDN1UHVkb2VibGYzVGVYOWd4QjBKb0QxTUlZbEtOX0VHNm8zeWZMM2sxbGxtb3g2RUdpSlVodlJKa0Q3WFVVbnUzMjZhMDI2V1hNUmc?oc=5
금정산,행정,"부산관광공사, 금정산국립공원 지정 기념 ‘트래킹 챌린지’",4,4,gukjenews.com · 뉴시스 · 메트로신문 · 시사매거진,2026-08-04,2026-08-04,https://news.google.com/rss/articles/CBMiYEFVX3lxTE1wMzF5UVF6RXR6WmlZNTd2aEVkQ3loTWNXYWFmRDk1WWZXeWVpUDE1cWY3YnlSeFBuSzl2NmVtODI1alVUX0drR2xFUklxZzRtdERucFNMQ0NRdDk5OUZXQw?oc=5
(전체·공통),행정,"[국립공원공단] 더위도 피하고 지구 역사도 배우고… 국립공원공단, 지질명소 6곳 공개",4,4,BBS불교방송 · 워터저널 · 의학신문 · 이치저널,2024-09-05,2026-07-23,https://news.google.com/rss/articles/CBMickFVX3lxTE9QZEkxOWg3dldjdUhnenlXY0Y0eEw3NENsdU5mVzEzdWtsRm1MYkhfdjhpazFkVzJnNXlQTG1Fb29IZHpELWpSRnRpazdDTXJNTTB3V29kWS1PQS1GbVBWTVdPVENfR1p5M2Z6QjlsU2EwUdIBdkFVX3lxTE1qcEFzQmUxUzJnbWM5YzJzMFkwNWRyM1FvVGJrZVVlMkVVWlVBQXBnbl9LUWtCd0kwZnRjRXY2Q0JkR05kSURJTlNma1ZxNUF2d1JSb3E0RFo2Q0JqTHNfdXBadVFZaDVvQndSRmNCZFB1ck1TOGc?oc=5
한라산,행정,한라산국립공원 산악박물관 새 이름 공모…22일부터 사흘간 접수,4,4,뉴시스 · 제주팟닷컴 · 한라일보 · 한산신문,2020-09-28,2026-07-16,https://news.google.com/rss/articles/CBMiYEFVX3lxTE10WTh2R2tJSjFveXhkbUtJSWw4aWpQUzBWUHZxdmRHdnVwQWozNUphd1U0Z3lDVlNwZUlCX19Bcy1GcjU2TzdCd0xHdHBFU2xtZHdtNkxYZ01CakVxbDJHWA?oc=5
팔공산,기타,"가스공사, 팔공산 국립공원과 맞손…미래 환경 리더 키운다",4,4,국토일보 · 데일리한국 · 연합뉴스 · 일간투데이,2026-07-09,2026-07-09,https://news.google.com/rss/articles/CBMiW0FVX3lxTFBzVHdwSUVpMjgtVVBVd2tPRjZLNjdQaTdTRDVNZXp4aDVRQ05xdWNxenlhTENNSHlrdzhKU2VFVEFNMUdIVFd4UXBVY3dURnFaaHl6aHlESF9aT00?oc=5
계룡산,행정,"국립공원공단 계룡산생태탐방원, 이채규 원장 취임",4,4,뉴스홈(newshome) · 로컬투데이 · 바끄로뉴스 · 충청신문,2025-06-30,2026-06-30,https://news.google.com/rss/articles/CBMicEFVX3lxTE9qTXgwcVFLempxdnVsZXpVNzVhdm5QdXJ0YmNsTjFiY0k5YUl2NVFZYzNNaDZubjl2bktIcmJpckViblhweUxhQzVUU05NYjRka3pFbk1TQVlUMzI5d1VvcmE2amF3WHp4ck5uWEptVDM?oc=5
오대산,기타,오대산국립공원사무소 영유아 가족 대상 ‘숲속 힐링 여행’ 운영,4,4,강원도민일보 · 강원신문 · 뉴시스 · 전라일보,2026-04-08,2026-06-28,https://news.google.com/rss/articles/CBMiZ0FVX3lxTE0wdDA3Wk5KVkVLYWxzRFNTREdvOHdPYzlQenRaaXNTaG00bVBhWFFJODVUamVCOVJveGU4SkRZNnlTNG15YjVrTXZzSGplV1NURUxmYXVFa0p5ZlBaeXAxeU9JV25DdlU?oc=5
(전체·공통),행정,축구협회·국립공원공단 업무협약…'축구 국가대표 반달이' 출시,4,4,네이트 · 뉴스1 · 연합뉴스 · 한겨레,2026-05-28,2026-05-28,https://news.google.com/rss/articles/CBMiW0FVX3lxTE1QM0lWRDFuWjdxVG1xWDZVeHB5bFVJcHJMTW53XzItQ0lmOTR6N2hSRWczb25oTW5HeFNhdUNKTGtyZkkzNFFwVk1kNVpNcFF6ZGt0UldGemdVLWvSAWBBVV95cUxORHNYbm5EVk5SS050WWJHOXkxckI0ajFkT3ljdnZMR1NReVpTUUtWM01wSENwOHBuY0xleWZtWEcxdkxKNnVjQzVPLUFmRk5yaGM0c3l4RTBrUFdwOHlQMXo?oc=5
주왕산,기타,“너무 참담해 슬퍼할 겨를도 없다”…주왕산 숨진 초등생 유족의 부탁,4,4,뉴시스 · 주간조선 · 파이낸셜뉴스 · 헤럴드경제,2026-05-14,2026-05-15,https://news.google.com/rss/articles/CBMiakFVX3lxTE1HMjB2QzE3Nl81NF9IalV0aW5vOWp2QXBuT2R5WFR2LWNYTWtDenlTMzdyQUp2cUFPd3AxWHBqUDlsbVJUYlhaSi03U01KSjEtbktKajVub2czTHAtdTVBUlpSZkNFUVJFSEHSAW5BVV95cUxNVXdfWm1sZy0wQnhnaUE3TDlYWUx0aGMyLUtjYk9lS0o5MEwzd0FYQmx5aWhMR09XX2ZJN1d2RHJMTVFkZWt1MTF6OFB1RmEwWXpvZU9FSTIwOHlDZnNDd0tUZTNZZ1hxbkU5eWZJQQ?oc=5
태백산,재난안전,"태백국유림관리소, 태백산 일원 산불 예방 합동 캠페인 전개",4,4,서울경제TV · 신아일보 · 참뉴스 · 충청일보,2026-04-24,2026-05-10,https://news.google.com/rss/articles/CBMicEFVX3lxTE1GTVNYb3RjS0VTUDRjanlGeHdtb3Y1MktwZzBBR3FVajJUTElsN2l3M19qMnBXck1QTTk5ZDUzVGNTaXQ4YUF1WWpuYW84LVNLa0pmZnZXS3pzYUZKQ25RWjA0cDhiYzNaX2hvUDJQMEM?oc=5
덕유산,재난안전,무주 덕유산국립공원서 산불…0.2ha 태워,4,4,v.daum.net · 네이트 · 노컷뉴스 · 세계일보,2026-05-02,2026-05-02,https://news.google.com/rss/articles/CBMiT0FVX3lxTE92WUprX2d1Y0ttQzh5dVhqS09KZHg3akdma2NmMGhISUZLOGk2dS1WMG5SS2ZzY0Y3RnhTVU5IZjc5RV8tS0VjcmFaQVZxU0k?oc=5
지리산,탐방시설,"함양군, 지리산(칠선계곡) 탐방로 정비사업 협약 체결",4,4,gukjenews.com · 더코리아 · 소년한국일보 · 이뉴스투데이,2026-04-21,2026-04-22,https://news.google.com/rss/articles/CBMibkFVX3lxTE43bGtkTVFCdWwxVU9jQjByT1AxN1o4VGMwZDR0MmxyUjVSYVNYRjRuR2R6UEV6bFVIUC1fX3lIcTNUam14aG9iaDRKWUVCdEZlSTZyNHJyLVB1cWowVXd3WWZxczRCemt1dFFMQ1RB?oc=5
(전체·공통),재난안전,"국립공원 생태통로, 야생동물 로드킬 예방효과 확인",4,4,데일리안 · 부산일보 · 뷰티경제 · 환경일보,2026-04-08,2026-04-08,https://news.google.com/rss/articles/CBMidEFVX3lxTE1UUzdQNFZBRTNqWmtWclRESEdBTUctR0dzUjlxbG9CR29oTnFIc0J2ZlNvbFBfdEtVbmFPaFg4ZFBuVk83OWtrM24zamgxSkRsNEgzcXFZcHBWWWUwQlNib0tsUGNqaHZEc203T0JlTHJfcVIt?oc=5
태백산,기타,태백산국립공원 ‘복수초’ 활짝,4,4,강원도민일보 · 금강일보 · 뉴스1 · 부안독립신문,2025-02-17,2026-03-19,https://news.google.com/rss/articles/CBMiZ0FVX3lxTE11ZWY2eDBMd3pMTTRXeFgxREZrdjlQWTNmQzltenZZZV84cWZNeTFUOEl3TTV1bmdEc2NaOFM1Q3dpbXJmRXdhSWh3OTJOT3RPVUliM2NqbXZNSlRyS1FSZW9iLXZoRUU?oc=5
설악산,탐방시설,설악산 오색케이블카 공원사업 시행 허가 연장 최종 승인,4,4,v.daum.net · 강원일보 · 연합뉴스 · 한국일보,2025-12-29,2025-12-30,https://news.google.com/rss/articles/CBMiV0FVX3lxTE92OGNmc21ZNlZURG5kbV9wbmloYlYzWXJwOXRHWXB1SGtjUUV5VERWYWJyM2xDdkMwbWJyWENCdXNVRWpQeWtTaDlNMzJCWDE1ZGxIejMtUQ?oc=5
지리산,기타,지리산 항일 바위글씨 등 국립공원 중요문화자원 5곳 선정,4,4,국제신문 · 뉴시스 · 환경법률신문 · 환경포커스,2025-11-17,2025-11-18,https://news.google.com/rss/articles/CBMiY0FVX3lxTE52ckp5V3FTMEpnYllOMzF3WnBZZUQxcEFYdldkQ29zb3pFU3UxMGVuLUxVWlVJbkxKRy05aFp5Y3BMN3ZmcGN6REpaaHZVSmFUUnVjWnI5MnloUFdJSk5JNnFwYw?oc=5
북한산,탐방시설,"의정부시, 자연환경해설사와 함께 ‘북한산 회룡탐방로’ 현장 소통",4,4,세계환경신문 · 위키트리 · 일간투데이 · 포인트데일리,2025-10-15,2025-10-16,https://news.google.com/rss/articles/CBMicEFVX3lxTE1xRFE0N01GMl9LdGU4RlZ2VVFVM2ROSk9HTzJTNVpoZ1VIMWpxRmdZS0R6NzNaZkVIdHV3azJfd0d6cngxTXhVaV9adW0tUW1WN3VYdDRndE5VaGEwNUZndTNyYi1BVmt4bVd4NGY4aTHSAXRBVV95cUxOdjg5YjktcnlSakpUNXc0TGJmTHhpX256TE5zci10N1hFNXI5elU0WENUSVA2bUFIUkgwdXRsdDJ2TUh0cnhPcXRIeWNDZFRXUDNEV3dyTU90ZkdzbDkzNTBsZmp4V1ZVVXNia0NhRmptbXVPcg?oc=5
오대산,자원보전,‘오대산국립공원 자연도감’ 발간…200종 생물 수록,4,4,강원도민일보 · 연합뉴스 · 참뉴스 · 한국경제,2022-12-06,2022-12-07,https://news.google.com/rss/articles/CBMia0FVX3lxTE1EOTlGNXRZVjJBTGcyeEQtSlVjOS1Zc2FBR2plMjBCOXhndUMycFpabm04NnVyWEM0RjRJTVVlUmdtNndmX0ZrTTctM0pXUFJTNmJ2U2psS3lqSU5KVGdSenZBelBlV2V5Qmhr?oc=5
소백산,자원보전,"멸종위기 Ⅰ급 여우 28마리, 소백산 생태축으로 귀환",4,3,JTBC · 브런치 · 어반톡,2026-01-26,2026-08-07,https://news.google.com/rss/articles/CBMiVkFVX3lxTE5fUVI3eXlMQXJEZXA3OGs1dHE1LW82SWttZkRPbzliQ2ZQTWVBUzlnVzNxYlQtU0FOck1haXhuOFlidjEwc1VfbVk2NlhZYjRsTnMwZGl3?oc=5
속리산,기타,"속리산 연꽃단지, 연분홍 꽃물결로 여름 절정",4,3,localm.kr · 연합뉴스 · 충청타임즈,2023-07-08,2026-07-06,https://news.google.com/rss/articles/CBMiZ0FVX3lxTE9xVUdBWlB4czBGeGhLMDNzNnVyc3RZNXYtT2pSb1FZaEVlbE5yUjdaRlRmQVdlM2ViY2E3WndDZHZNbGVaOXU1My1yVFlFaUlLcE41cEVqWk1fY2NxanlobXlzemVVMVk?oc=5
금정산,기타,"부산 금정구, 금정산국립공원 시대 대응을 위한 현장 벤치마킹 추진",4,3,국제신문 · 부산일보 · 한국방송뉴스,2026-03-09,2026-05-07,https://news.google.com/rss/articles/CBMiXkFVX3lxTE9FcWV1SzM3eWZnWGZkbmxRRFE0NWxTLUM4SmExV2tpOV9NdW1Cdk14UTRQQ3N4VmdZTDk4WjlJekdZODlYeWZFS2pwZ1lyZ3ZjNkN0T052VW5kRkxfSlE?oc=5
금정산,행정,부산 금정산 ‘도심형 국립공원’ 지정··· 20년 시민사회 요구 결실 맺었다,4,3,knn.co.kr · v.daum.net · 경향신문,2025-11-17,2026-03-03,https://news.google.com/rss/articles/CBMiWkFVX3lxTE9WQ3ZyX1dGUVctelhXVDBXZWtCNFBraXdxQ1RRU1pFVkw0SXpYQ2RlZlNmNWJoNUsyZWwwdEZKMTloeHNxZ2NkWkNnTENOQ05aOEFSOEZvaFJaUdIBX0FVX3lxTE9vQXNXQ3ZjcTNEeUd5ZUkxRWRIbzZ1S1hfd0txTEd3OTN3aDVDRFFqVW82dk1FUjdFTk9vY24tOUZsQWM4cTkzamVkc3o1dXFNdktLVExpdzd6N2pOT0RN?oc=5
금정산,기타,금정산 79% 사유지 내년부터 본격 매입,4,3,knn.co.kr · 국제신문 · 연합뉴스,2025-11-06,2026-01-31,https://news.google.com/rss/articles/CBMiVEFVX3lxTE44SWNPbHVNRGRYejQzQnRyVU5yS3NGRHdoT19LTHVhcHpvdFI3TW5tX1NPNlM2T3pWdG5YWWo4YkFIX0pZc0p1VWx6ZGpXeE9Cc2xzTg?oc=5
계룡산,자원보전,계룡산국립공원에 생태탐방원 개원,4,3,경향신문 · 네이트 · 마실와이드_MasilWIDE,2021-08-18,2025-11-30,https://news.google.com/rss/articles/CBMiWkFVX3lxTE1ZUGJaeS1sM2ltM25pWDZyS05NS3RILUE1dmlhd25neWx2QnBmV1J5NTNvazVpNmFPOTA4eE1LemlBeUo1MWdoRnF2eDJweGhTWTBlblh5ekhyd9IBX0FVX3lxTE1rb1RFeDdnbEZXX0t6TGI3djBXUW0tVjRJZ0lRY0FRVEI0bXJoRmVPbVNPeU1EVlJuTG5xZmE0eVBhdWpWdzJVTDJHZy1wREMwR0JhdTJORG1hb2c2aHJV?oc=5
주왕산,탐방시설,"주왕산국립공원 탐방안내소, 올해도 ‘청송 사과 자판기’ 운영",4,3,BBS불교방송 · 뉴스1 · 씨원뉴스,2025-09-30,2025-10-23,https://news.google.com/rss/articles/CBMia0FVX3lxTE1Fcmx5TzdPQU16VkdQQ3VWeHRIUDNPa29Xd1JkeDZlUFlNdUdldGFYSTl0X0h5Ul9TOXkwUkhoY0cwODNTalB5QmpPd1FwNGJmWDhlSHZoVi1sR0VxdFBwcWM3WEt5RXJjb3hj?oc=5
설악산,기타,‘SNS 자랑’이 뭐길래…설악산 입구 ‘리본 2000개’의 웃픈 비밀,4,3,농민신문 · 연합뉴스 · 한국경제,2024-10-16,2024-10-17,https://news.google.com/rss/articles/CBMiWkFVX3lxTFB3Qzh3TWNWNHAzV3ZIOTNJdlh0UEhBZ3hvMGVIejdXeEp1OV9UT0JMMzMxR09ycmdXaGU1MXhYWjFwN29vanphR0hDZVhEemE1YUpSWXpzeGotZw?oc=5
지리산,기타,지리산 천왕봉서 발견된 392자 바위글씨...내용은,3,3,ecojournal.co.kr · edaily.co.kr · 네이트,2015-08-23,2026-08-16,https://news.google.com/rss/articles/CBMigAFBVV95cUxQemdZb2ozalc5V2k1ZnhYbEpiVHNnR3VNYS1xUkRYVWlSX3VjMUM1ekVWQU5lTVV0NzNWdDJlYnJLUHJaaTJLZXYtTUtUZjVRWDNxNzFiTjllY2VHWFJtOERqc29sVU00eUVoQTlDRjJYWnotemNXdkh5Z3QyZlpMRg?oc=5
오대산,탐방시설,"국립공원공단, 야영장 28곳 순차 개장…강원 오대산 5월·치악산 금대 6월",3,3,idomin.com · 강원일보 · 중부매일,2024-04-15,2026-08-15,https://news.google.com/rss/articles/CBMieEFVX3lxTE1WSGlzMEJaMkUzU19xYVIxRjBnY1BUTHNBM0V6YzU0dy1VdEJabGZmMlowWllxN1RkWTV3NXdNd2NwTDlmczExT0duWEI3bzZ1azk0b0RnZmZacmsxWGNocE55bFJ2QlVUcDVTN0NjbTVLLVBpNnU4Rg?oc=5
계룡산,기타,"건협 대전충남지부, 계룡산 걸으며 쓰레기 수거",3,3,데일리안 · 아시아뉴스통신 · 타임뉴스,2025-10-24,2026-08-14,https://news.google.com/rss/articles/CBMiVEFVX3lxTE1tSk9oSDU5dmZENWJJR0xwd0NfY3Q2djFPZ3ZOY1B5WmNHQzdkdlg0Szc2VWhOOENQTGJ5djdZUHk4SFBDQmZIb1BGUldLTlozbnlLeQ?oc=5
(전체·공통),자원보전,"국립공원공단 동부지역본부, 한국남동발전과 지역 아동 위한 생태복지 지원 나서",3,3,gukjenews.com · 경남도민신문 · 진주인터넷뉴스,2026-08-10,2026-08-12,https://news.google.com/rss/articles/CBMidkFVX3lxTE5oVkRTYkVPTzNRWG1SS0dvTmFPdnZIR2h5Znk1dVdpWTdhNi1CT0IxcFV3em1IZ01UQ0RLNXhVeFBKejU0bHFsU3FTU05HMVJ5WUlhVXdFeFE2aGxkZl9QdUtidUM3MWpqeUZSTl9UaU5sUnlqd3c?oc=5
(전체·공통),재난안전,[포토] 인도네시아 브로모 화산 국립공원 산불,3,3,gukjenews.com · 네이트 · 뉴스1,2026-08-11,2026-08-12,https://news.google.com/rss/articles/CBMiS0FVX3lxTFB2MlB4eUtrQlVhRVhkYU1BZ0o1a2h0V3Vpc0Fudm1qMGgzZXlqUF80cmp4SmRMRDI5QVlFd25zTURxOXh4b1NLZEV1cw?oc=5
(전체·공통),재난안전,[SDG 9] 국산 위성으로 국립공원 산림 변화 살핀다…구상나무 쇠퇴·산불 피해까지 추적,3,3,SDG뉴스 · 에코타임스 · 헤럴드경제,2026-08-07,2026-08-10,https://news.google.com/rss/articles/CBMiZ0FVX3lxTE9oSV9NWXQtVmRxNjBPYWpTU1k5SVZxWXBOZzBoRTUxNGV0Y0E2czNxbGw1cVhCM0ZwSDJ1WU9jXy1aeW9jWmI0TkotMlpyOGFVZXFFQmpTUGxsMlBWazdpOER2UDBIRlXSAWtBVV95cUxNUzkwTllzSkdaQTB1SXFKZjZJLU1Rb1VtWVBFczd3bWxPZC04YlJoVmQ0WVRHTEVoUjNGbVNyLXBGSWU2dUpGT1pnME1feF8tcWJuVElHaDgzcGRKbGNtV3drSVZwc0dDTjd5QQ?oc=5
주왕산,기타,"주왕산, 국립공원 유일 물속 걷는 '첨벙 트래킹' 운영",3,3,아틀라스뉴스 · 안동MBC · 안동인터넷뉴스,2026-06-21,2026-08-09,https://news.google.com/rss/articles/CBMieEFVX3lxTE9INGY5eWRlODNXVE5RbUlBODdpaHpnRDFJYm5LVTI3a2ZhYTVOeTllYUJ2Z1J6eURrdnJTY0kyUUxjN01yS1ZLMDZtX243QmdkUWQtSTdCZ25BMEVONF9wTmRtX05vMUtSZVNFRnNRYXEySGN6d01jcQ?oc=5
주왕산,구조활동,[안동MBC]청송 주왕산서 초등생 실종..사흘째 수색 이어져,3,3,v.daum.net · 안동MBC · 연합뉴스,2026-05-12,2026-08-09,https://news.google.com/rss/articles/CBMickFVX3lxTE10enNvSGJ1bi1rRHhHOG50Z3ZwaWdLdFJOR1I2WUVvWXJlS0VDd0tDUnMxYnRQQkczbFdRN0FIMjAyR003MG9uWTh0alBva2tQbmNDUVN1MlE3WlBGU2hBS1c3cUs5ZWhfUWJtVGlTQTVYUQ?oc=5
속리산,구조활동,"괴산소방서·속리산국립공원, 물놀이 안전사고 예방 합동 캠페인",3,3,괴산타임즈 · 세계뉴스통신 · 충청일보,2026-08-07,2026-08-09,https://news.google.com/rss/articles/CBMicEFVX3lxTE1VMm1reUVUNUhlQk5wUHRnOTJfc1JyVmN3UThybjZJdzFTcU5WM01adTU2NXR2UGg2LWpjdVY5a3lLM0RROE9QUzhiOUtpQjlyVldYa182M2JlazRzUE5qWWJnTkR2ZkluTTlJSktQWFo?oc=5
금정산,재난안전,금정산 '금샘'도 가뭄·폭염에 말랐다,3,3,경남매일 · 네이트 · 뉴시스,2026-08-07,2026-08-09,https://news.google.com/rss/articles/CBMiakFVX3lxTE1ndERxV0Fhd3FMaURlWlJOUGthbk9UTk96S2gyQzdORVFBWlNidWlJRHotY25Yc0VSQUVIUTI1Rk1VVTFjRGdGT3JCenNFdktLZGE3cC1BM1FodDlzbHhlbTB0VTdjSzhJQkE?oc=5
한려해상,기타,"한려해상국립공원, 상괭이 활용 특화상품 개발 나선다",3,3,KNS뉴스통신 · idomin.com · v.daum.net,2026-08-06,2026-08-06,https://news.google.com/rss/articles/CBMiRkFVX3lxTE9yXzBSMnJWTTR2Ym1ZY2dZYTRnUmRZZnlyZlVVZlFaMk1ydDEzclY1RWJvV2k1VUJFMW9McmEyNGJMbmFZQ1E?oc=5
팔공산,기타,[대구소식]팔공산국립공원 시민대학 수강생 모집 등,3,3,BBS불교방송 · 네이트 · 파이낸셜뉴스,2026-04-07,2026-08-06,https://news.google.com/rss/articles/CBMiWkFVX3lxTE5YbUNLbmhXLV9kWVhtdEl3SWZOTlg5QUhKNDZ0YlgtQkpBUjhadWc4VkN5enpsdFRvQnFSbWV4N2ZHYW4yUTlIZjMzY0E2RlhqeTRjWWNveUtaQQ?oc=5
태백산,자원보전,순백의 흰솔나리가 전한 경고…태백산 고산생태계의 건강성을 읽다,3,3,강원도민일보 · 어반톡 · 천지일보,2026-08-04,2026-08-05,https://news.google.com/rss/articles/CBMiVkFVX3lxTE1aZzhLRW1tX0FxdDBUaFlpSjFzcHc2eTBMeExaWGZxWXFsbUt3YzZHXzFMaW9vTzJtNkYzVFUyZVQwTTJtUE14am9HR0NBS3ZCek1OcVNR?oc=5
