공원,연월,검색관심도_원값,검색관심도_환산
한라산,2023년 04월,12.9,28.0
한라산,2023년 05월,15.1,32.78
한라산,2023년 06월,11.52,24.99
한라산,2023년 07월,12.32,26.73
한라산,2023년 08월,9.8,21.28
한라산,2023년 09월,9.25,20.07
한라산,2023년 10월,12.13,26.33
한라산,2023년 11월,26.6,57.73
한라산,2023년 12월,63.38,137.55
한라산,2024년 01월,58.22,126.35
한라산,2024년 02월,31.02,67.32
한라산,2024년 03월,20.08,43.58
한라산,2024년 04월,12.32,26.75
한라산,2024년 05월,14.62,31.73
한라산,2024년 06월,11.24,24.39
한라산,2024년 07월,11.71,25.41
한라산,2024년 08월,9.05,19.65
한라산,2024년 09월,12.13,26.32
한라산,2024년 10월,14.61,31.72
한라산,2024년 11월,23.96,52.01
한라산,2024년 12월,52.55,114.05
한라산,2025년 01월,82.02,178.01
한라산,2025년 02월,100,217.03
한라산,2025년 03월,39.4,85.51
한라산,2025년 04월,15.86,34.42
한라산,2025년 05월,13.12,28.47
한라산,2025년 06월,11.55,25.06
한라산,2025년 07월,11.17,24.24
한라산,2025년 08월,9.43,20.47
한라산,2025년 09월,10.67,23.16
한라산,2025년 10월,10.47,22.72
한라산,2025년 11월,18.48,40.12
한라산,2025년 12월,38.94,84.5
한라산,2026년 01월,97.58,211.79
한라산,2026년 02월,50.29,109.14
한라산,2026년 03월,11.58,25.12
한라산,2026년 04월,9.64,20.92
한라산,2026년 05월,9.84,21.35
한라산,2026년 06월,10.04,21.78
한라산,2026년 07월,10.23,22.2
한라산,2026년 08월,10.26,22.26
한려해상,2016년 01월,11.63,11.63
한려해상,2016년 02월,11.45,11.45
한려해상,2016년 03월,15.07,15.07
한려해상,2016년 04월,16.82,16.82
한려해상,2016년 05월,15.83,15.83
한려해상,2016년 06월,13.24,13.24
한려해상,2016년 07월,20.0,20.0
한려해상,2016년 08월,17.25,17.25
한려해상,2016년 09월,10.04,10.04
한려해상,2016년 10월,11.62,11.62
한려해상,2016년 11월,9.24,9.24
한려해상,2016년 12월,7.89,7.89
한려해상,2017년 01월,7.38,7.38
한려해상,2017년 02월,9.32,9.32
한려해상,2017년 03월,11.86,11.86
한려해상,2017년 04월,15.24,15.24
한려해상,2017년 05월,15.68,15.68
한려해상,2017년 06월,13.12,13.12
한려해상,2017년 07월,18.4,18.4
한려해상,2017년 08월,17.12,17.12
한려해상,2017년 09월,13.65,13.65
한려해상,2017년 10월,14.57,14.57
한려해상,2017년 11월,7.76,7.76
한려해상,2017년 12월,7.66,7.66
한려해상,2018년 01월,5.96,5.96
한려해상,2018년 02월,5.63,5.63
한려해상,2018년 03월,9.58,9.58
한려해상,2018년 04월,12.73,12.73
한려해상,2018년 05월,14.14,14.14
한려해상,2018년 06월,11.27,11.27
한려해상,2018년 07월,16.19,16.19
한려해상,2018년 08월,14.27,14.27
한려해상,2018년 09월,10.24,10.24
한려해상,2018년 10월,10.1,10.1
한려해상,2018년 11월,10.67,10.67
한려해상,2018년 12월,9.07,9.07
한려해상,2019년 01월,7.87,7.87
한려해상,2019년 02월,10.13,10.13
한려해상,2019년 03월,12.13,12.13
한려해상,2019년 04월,13.01,13.01
한려해상,2019년 05월,14.16,14.16
한려해상,2019년 06월,12.59,12.59
한려해상,2019년 07월,18.01,18.01
한려해상,2019년 08월,17.02,17.02
한려해상,2019년 09월,9.11,9.11
한려해상,2019년 10월,11.09,11.09
한려해상,2019년 11월,9.91,9.91
한려해상,2019년 12월,8.44,8.44
한려해상,2020년 01월,9.62,9.62
한려해상,2020년 02월,7.24,7.24
한려해상,2020년 03월,6.47,6.47
한려해상,2020년 04월,11.57,11.57
한려해상,2020년 05월,14.44,14.44
한려해상,2020년 06월,13.48,13.48
한려해상,2020년 07월,20.28,20.28
한려해상,2020년 08월,20.95,20.95
한려해상,2020년 09월,11.7,11.7
한려해상,2020년 10월,14.98,14.98
한려해상,2020년 11월,11.57,11.57
한려해상,2020년 12월,8.67,8.67
한려해상,2021년 01월,8.72,8.72
한려해상,2021년 02월,11.27,11.27
한려해상,2021년 03월,11.36,11.36
한려해상,2021년 04월,13.72,13.72
한려해상,2021년 05월,16.56,16.56
한려해상,2021년 06월,16.9,16.9
한려해상,2021년 07월,18.62,18.62
한려해상,2021년 08월,19.45,19.45
한려해상,2021년 09월,14.68,14.68
한려해상,2021년 10월,15.14,15.14
한려해상,2021년 11월,12.18,12.18
한려해상,2021년 12월,11.62,11.62
한려해상,2022년 01월,12.09,12.09
한려해상,2022년 02월,11.68,11.68
한려해상,2022년 03월,12.4,12.4
한려해상,2022년 04월,15.32,15.32
한려해상,2022년 05월,19.31,19.31
한려해상,2022년 06월,17.77,17.77
한려해상,2022년 07월,21.47,21.47
한려해상,2022년 08월,21.87,21.87
한려해상,2022년 09월,13.99,13.99
한려해상,2022년 10월,10.42,10.42
한려해상,2022년 11월,7.09,7.09
한려해상,2022년 12월,6.79,6.79
한려해상,2023년 01월,6.82,6.82
한려해상,2023년 02월,7.36,7.36
한려해상,2023년 03월,9.83,9.83
한려해상,2023년 04월,10.46,10.46
한려해상,2023년 05월,12.18,12.18
한려해상,2023년 06월,11.28,11.28
한려해상,2023년 07월,10.48,10.48
한려해상,2023년 08월,11.25,11.25
한려해상,2023년 09월,8.15,8.15
한려해상,2023년 10월,8.23,8.23
한려해상,2023년 11월,6.5,6.5
한려해상,2023년 12월,6.84,6.84
한려해상,2024년 01월,6.32,6.32
한려해상,2024년 02월,7.08,7.08
한려해상,2024년 03월,8.39,8.39
한려해상,2024년 04월,8.09,8.09
한려해상,2024년 05월,9.03,9.03
한려해상,2024년 06월,9.02,9.02
한려해상,2024년 07월,9.94,9.94
한려해상,2024년 08월,12.26,12.26
한려해상,2024년 09월,8.53,8.53
한려해상,2024년 10월,7.72,7.72
한려해상,2024년 11월,3.14,3.14
한려해상,2024년 12월,2.97,2.97
한려해상,2025년 01월,2.96,2.96
한려해상,2025년 02월,3.92,3.92
한려해상,2025년 03월,7.86,7.86
한려해상,2025년 04월,9.29,9.29
한려해상,2025년 05월,10.89,10.89
한려해상,2025년 06월,10.13,10.13
한려해상,2025년 07월,12.39,12.39
한려해상,2025년 08월,13.67,13.67
한려해상,2025년 09월,8.14,8.14
한려해상,2025년 10월,9.28,9.28
한려해상,2025년 11월,6.0,6.0
한려해상,2025년 12월,5.64,5.64
한려해상,2026년 01월,6.3,6.3
한려해상,2026년 02월,5.91,5.91
한려해상,2026년 03월,6.81,6.81
한려해상,2026년 04월,7.72,7.72
한려해상,2026년 05월,7.7,7.7
한려해상,2026년 06월,6.71,6.71
한려해상,2026년 07월,7.63,7.63
한려해상,2026년 08월,7.94,7.94
